GENERIC NAME,BRAND NAME
CABAZITAXEL INJ 60 MG/6 ML VIAL,JEVTANA
CAFFEINE 100 MG TAB.,WAKE UP
CAFFEINE ANHYDROUS USP POWDER 100 GM BTL,CAFFEINE POWDER
CAFFEINE CITRATE INJ 20 MG/ML 3 ML VIAL *SPECIAL ACCESS,CAFFEINE
CAFFEINE CITRATE INJ 20 MG/ML 5 ML VIAL *SPECIAL ACCESS,CAFFEINE
CAFFEINE CITRATE POWDER 100 GM BTL,CAFFEINE POWDER
CALAMINE LOTION 225 ML BTL,
CALCIPOTRIOL 0.005% CREAM 120 GM TUBE,DOVONEX
CALCIPOTRIOL 0.005% CRM 60 GM TUBE,DOVONEX
CALCIPOTRIOL 0.005% OINT 120 GM TUBE,DOVONEX
CALCIPOTRIOL 0.005% OINT 30 GM TUBE,DOVONEX
CALCIPOTRIOL 0.005% OINT 60 GM TUBE,DOVONEX
CALCIPOTRIOL 0.005% SCALP SOLN 60 ML BTL,DOVONEX
CALCITONIN SALMON INJ 100 UNITS/ML AMP,CALTINE
CALCITONIN SALMON INJ 200 UNITS/ML 2 ML VIAL,CALCIMAR
CALCITRIOL 0.25 MCG CAP,ROCALTROL
CALCITRIOL 0.5 MCG CAP,ROCALTROL
CALCITRIOL INJ 1 MCG/ML AMP,CALCIJEX
CALCITRIOL INJ 2 MCG/ML AMP,CALCIJEX
CALCIUM 1000 MG EFFERVESCENT TAB,GRAMCAL
CALCIUM ACETATE 667 MG TAB,
CALCIUM CARB/CA LACTATE GLUCON 500 MG TAB,CALCIUM SANDOZ FORTE
CALCIUM CARBONATE 1000 MG CHEW TAB,TUMS ULTRA STRENGTH
CALCIUM CARBONATE 1250 MG CHEW TAB,CHEWABLE CALCIUM WAMPOLE
CALCIUM CARBONATE 1250 MG TAB,OSCAL
CALCIUM CARBONATE 500 MG CHEW TAB,TUMS
CALCIUM CARBONATE 625 MG TAB,OSCAL
CALCIUM CARBONATE 750 MG CHEW TAB,TUMS EXTRA STRENGTH
CALCIUM CHLORIDE 10% INJ 100 MG/ML [0.7 mmol/mL] 10 ML,
CALCIUM CHLORIDE 10% INJ 100 MG/ML [0.7 mmol/mL] 50 ML,
CALCIUM CHLORIDE 10% INJ 1000 MG/10 ML [0.7 mmol/mL] PF,
CALCIUM CHLORIDE INJ 7 MG/ML  1000 ML BAG,
"CALCIUM CITRATE 1,428 MG TAB",CALCIUM CITRATE
CALCIUM GLUCONATE 10% INJ 50 ML [0.23 MMOL/ML] VIAL,
CALCIUM GLUCONATE 2.5% GEL 25 GM TUBE,
CALCIUM GLUCONATE INJ 0.23 MMOL/ML 10 ML VIAL,
CALCIUM GLUCONATE INJ 0.23 MMOL/ML 100 ML VIAL,
CALCIUM GLUCONATE IV 46.4 MMOL/900 ML NS BAG,
CALCIUM LIQ 100 MG/5 ML 350 ML BTL,
CALCIUM POLYCARBOPHIL 625 MG TAB,PRODIEM BULK FIBRE THERAPY
CALCIUM POLYSTYRENE SULFONATE PWDR 300 GM JAR,RESONIUM CALCIUM
CAMPHOR CRYSTALS 100 GM BTL,CAMPHOR
CANDESARTAN 16 MG TAB,ATACAND
CANDESARTAN 4 MG TAB,ATACAND
CANDESARTAN 8 MG TAB,ATACAND
CANDIDA ALBICANS SKIN TEST 5 ML VIAL,CANDIDA SKIN TEST
CAPECITABINE 150 MG TAB,XELODA
CAPECITABINE 500 MG TAB,XELODA
CAPSAICIN 0.025% CREAM 60 GM TUBE,ZOSTRIX
CAPTOPRIL 100 MG TAB,CAPOTEN
CAPTOPRIL 12.5 MG TAB,CAPOTEN
CAPTOPRIL 25 MG TAB,CAPOTEN
CAPTOPRIL 50 MG TAB,CAPOTEN
CAPTOPRIL 6.25 MG TAB,CAPOTEN
CARBACHOL 0.01% INTRAOCULAR INJ 1.5 ML VIAL,CARBASTAT
CARBAMAZEPINE 100 MG CHEW TAB,TEGRETOL CHEW
CARBAMAZEPINE 200 MG CHEW TAB,TEGRETOL CHEW
CARBAMAZEPINE 200 MG TAB,TEGRETOL
CARBAMAZEPINE SR 200 MG TAB,TEGRETOL CR
CARBAMAZEPINE SR 400 MG TAB,TEGRETOL CR
CARBAMAZEPINE SUSP 100 MG/5 ML 450 ML BTL,TEGRETOL LIQ
CARBOPLATIN INJ 10 MG/ML 15 ML VIAL,CARBOPLATIN
CARBOPLATIN INJ 10 MG/ML 45 ML VIAL,CARBOPLATIN
CARBOPLATIN INJ 10 MG/ML 5 ML VIAL,CARBOPLATIN
CARBOPLATIN INJ 10 MG/ML 60 ML VIAL,CARBOPLATIN
CARBOPROST INJ 250 MCG/ML AMP,HEMABATE
CARBOXYMETHYLCELLULOSE 0.5% EYE DROPS 0.4 ML MIN,REFRESH PLUS
CARBOXYMETHYLCELLULOSE 0.5% EYE DROPS 15 ML BTL,REFRESH TEARS
CARBOXYMETHYLCELLULOSE 1% EYE DROPS 0.4 ML MIN,CELLUVISC
CARBOXYMETHYLCELLULOSE 1% EYE DROPS 15 ML BTL,REFRESH LIQUIGEL
CARMUSTINE INJ 3.33 MG/ML 30 ML VIAL,BICNU
CARVEDILOL 12.5 MG TAB,COREG
CARVEDILOL 25 MG TAB,COREG
CARVEDILOL 3.125 MG TAB,COREG
CARVEDILOL 6.25 MG TAB,COREG
CASCARA SAGRADA LIQ 100 ML BTL,CASCARA
CASCARA SAGRADA LIQ 500 ML BTL,CASCARA
CASPOFUNGIN INJ 50 MG VIAL,CANCIDAS
CASPOFUNGIN INJ 70 MG VIAL,CANCIDAS
CASPOFUNGIN IV 35 MG/100 ML NS BAG,CANCIDAS
CASPOFUNGIN IV 50 MG/250 ML NS BAG,CANCIDAS
CASPOFUNGIN IV 70 MG/250 ML NS BAG,CANCIDAS
CEFAZOLIN INJ 1000 MG VIAL,ANCEF
CEFAZOLIN INJ 500 MG VIAL,ANCEF
CEFAZOLIN IV 1000 MG/50 ML D5W BAG,ANCEF
CEFAZOLIN IV 1500 MG/100 ML D5W BAG,ANCEF
CEFAZOLIN IV 2000 MG/100 ML D5W BAG,ANCEF
CEFAZOLIN IV 3000 MG/100 ML D5W BAG,ANCEF
CEFAZOLIN IV 500 MG/50 ML D5W BAG,ANCEF
CEFEPIME INJ 1000 MG VIAL,MAXIPIME
CEFEPIME INJ 2000 MG VIAL,MAXIPIME
CEFEPIME IV 1000 MG/50 ML D5W BAG,MAXIPIME
CEFEPIME IV 2000 MG/50 ML D5W BAG,MAXIPIME
CEFEPIME IV 500 MG/50 ML D5W BAG,MAXIPIME
CEFIXIME 400 MG TAB,SUPRAX
CEFIXIME STD 400 MG TAB PACK,SUPRAX STD
CEFIXIME STD 800 MG PACK/2x 400mg TAB,SUPRAX STD
CEFIXIME SUSP 100 MG/5 ML 100 ML BTL,SUPRAX
CEFIXIME SUSP 100 MG/5 ML 50 ML BTL,SUPRAX
CEFOTAXIME DILUTE INJ 100 MG/ML  10 ML VIAL,CLAFORAN
CEFOTAXIME INJ 1000 MG VIAL,CLAFORAN
CEFOTAXIME INJ 2000 MG VIAL,CLAFORAN
CEFOTAXIME INJ 500 MG VIAL,CLAFORAN
CEFOTAXIME IV 1000 MG/50 ML D5W BAG,CLAFORAN
CEFOTAXIME IV 2000 MG/100 ML D5W BAG,CLAFORAN
CEFOTAXIME IV 500 MG/50 ML D5W BAG,CLAFORAN
CEFOXITIN INJ 1000 MG VIAL,MEFOXIN
CEFOXITIN INJ 10000 MG VIAL,MEFOXIN
CEFOXITIN INJ 2000 MG VIAL,MEFOXIN
CEFOXITIN IV 1000 MG/50 ML D5W BAG,MEFOXIN
CEFOXITIN IV 2000 MG/100 ML D5W BAG,MEFOXIN
CEFPROZIL 250 MG TAB,CEFZIL
CEFPROZIL 500 MG TAB,CEFZIL
CEFPROZIL LIQ 125 MG/5 ML 75 ML BTL,CEFZIL
CEFPROZIL SUSP 250 MG/5 ML 100 ML BTL,CEFZIL
CEFPROZIL SUSP 250 MG/5 ML 75 ML BTL,CEFZIL
CEFTAZIDIME INJ 1000 MG VIAL,FORTAZ
CEFTAZIDIME INJ 2000 MG VIAL,FORTAZ
CEFTAZIDIME IV 1000 MG/50 ML D5W BAG,FORTAZ
CEFTAZIDIME IV 2000 MG/100 ML D5W BAG,FORTAZ
CEFTRIAXONE INJ 1000 MG VIAL,ROCEPHIN
CEFTRIAXONE INJ 2000 MG VIAL,ROCEPHIN
CEFTRIAXONE INJ 250 MG VIAL,ROCEPHIN
CEFTRIAXONE INJ 250 MG VIAL *PID KIT,ROCEPHIN
CEFTRIAXONE IV 1000 MG/50 ML D5W BAG,ROCEPHIN
CEFTRIAXONE IV 2000 MG/100 ML D5W BAG,ROCEPHIN
CEFTRIAXONE IV 250 MG/50 ML D5W BAG,ROCEPHIN
CEFTRIAXONE IV 500 MG/50 ML D5W BAG,ROCEPHIN
CEFUROXIME 250 MG TAB,CEFTIN
CEFUROXIME 500 MG TAB,CEFTIN
CEFUROXIME INJ 1500 MG VIAL,ZINACEF
CEFUROXIME INJ 750 MG VIAL,ZINACEF
CEFUROXIME IV 1500 MG/50 ML D5W BAG,ZINACEF
CEFUROXIME IV 500 MG/50 ML D5W BAG,ZINACEF
CEFUROXIME IV 750 MG/50 ML D5W BAG,ZINACEF
CEFUROXIME SUSP 125 MG/5 ML 100 ML BTL,CEFTIN
CELECOXIB 100 MG CAP,CELEBREX
CELECOXIB 200 MG CAP,CELEBREX
CEPHALEXIN 250 MG TAB,KEFLEX
CEPHALEXIN 500 MG CAP,KEFLEX
CEPHALEXIN 500 MG TAB,KEFLEX
CEPHALEXIN SUSP 125 MG/5 ML 100 ML BT,KEFLEX
CEPHALEXIN SUSP 250 MG/5 ML 100 ML BT,KEFLEX
CETUXIMAB 2 MG/ML 50 ML VIAL,ERBITUX
CHARCOAL ACTIVATED SUSP 25 GM/112.5 ML BTL,CHARCODOTE
CHARCOAL ACTIVATED SUSP 50 GM/225 ML BTL,CHARCODOTE
CHLORAL HYDRATE SYRUP 100 MG/ML 500 ML BTL,NOCTEC
CHLORAMBUCIL 2 MG TAB,LEUKERAN
CHLORAMPHENICOL INJ 1000 MG VIAL,CHLOROMYCETIN
CHLORAMPHENICOL IV 1000 MG/50 ML D5W BAG,CHLOROMYCETIN
CHLORDIAZEPOXIDE 10 MG CAP,LIBRIUM
CHLORDIAZEPOXIDE 25 MG CAP,LIBRIUM
CHLORDIAZEPOXIDE 5 MG CAP,LIBRIUM
CHLOROQUINE 250 MG TAB,ARALEN
CHLORPHENIRAMINE 12 MG TAB,CHLOR-TRIPOLON
CHLORPHENIRAMINE 4 MG TAB,CHLOR-TRIPOLON
CHLORPROMAZINE 10 MG TAB,LARGACTIL
CHLORPROMAZINE 100 MG TAB,LARGACTIL
CHLORPROMAZINE 25 MG TAB,LARGACTIL
CHLORPROMAZINE 50 MG TAB,LARGACTIL
CHLORPROMAZINE INJ 25 MG/ML 2 ML AMP,LARGACTIL
CHLORTHALIDONE 50 MG TAB,HYGROTON
CHOLESTYRAMINE PWDR 4 GM/SCOOP 378 GM CAN,QUESTRAN POWDER
CHOLESTYRAMINE RESIN 4 GM PACK,QUESTRAN
CHOLESTYRAMINE RESIN LIGHT 4 GM PACK,QUESTRAN (LIGHT)
CHROMIC CHLORIDE 4 MCG/ML 10 ML VIAL,MICRO CR
CIPROFLOXACIN 0.3% EYE DROPS 5 ML BTL,CILOXAN
CIPROFLOXACIN 0.3% EYE OINT 3.5 GM TUBE,CILOXAN
CIPROFLOXACIN 0.3%+DEXAMETHASONE 0.1% EAR DROPS 7.5 ML,CIPRODEX
CIPROFLOXACIN 250 MG TAB,CIPRO
CIPROFLOXACIN 500 MG MENINGITIS PROPH.,CIPRO
CIPROFLOXACIN 500 MG STD TAB,CIPRO
CIPROFLOXACIN 500 MG TAB,CIPRO
CIPROFLOXACIN 750 MG TAB,CIPRO
CIPROFLOXACIN IV 200 MG/100 ML D5W BAG,CIPRO IN D5W
CIPROFLOXACIN IV 400 MG/200 ML D5W BAG,CIPRO IN D5W
CIPROFLOXACIN SUSP 500 MG/5 ML 100 ML BTL,CIPRO LIQ
CISATRACURIUM INJ 10 MG/ML 20 ML VIAL,NIMBEX
CISATRACURIUM INJ 2 MG/ML 10 ML VIAL,NIMBEX
CISPLATIN INJ 1 MG/ML 10 ML VIAL,PLATINOL
CISPLATIN INJ 1 MG/ML 100 ML VIAL,PLATINOL
CISPLATIN INJ 1 MG/ML 50 ML VIAL,PLATINOL
CITALOPRAM 10 MG TAB,CELEXA
CITALOPRAM 2.5 MG/ML LIQ,CELEXA
CITALOPRAM 20 MG TAB,CELEXA
CITALOPRAM 40 MG TAB,CELEXA
CITRIC ACID 25% SOLUTION 50 ML BTL,
CITRIC ACID POWDER,
CITRULLINE POWDER 25 GM BTL,
CLADRIBINE INJ 1 MG/ML 10 ML VIAL,LEUSTATIN
CLARITHROMYCIN 250 MG TAB,BIAXIN
CLARITHROMYCIN 500 MG TAB,BIAXIN
CLARITHROMYCIN SR 500 MG TAB,BIAXIN XL
CLARITHROMYCIN SUSP 125 MG/5 ML 105 ML BTL,BIAXIN
CLARITHROMYCIN SUSP 125 MG/5 ML 55 ML BTL,BIAXIN
CLINDAMYCIN 150 MG CAP,DALACIN C
CLINDAMYCIN 300 MG CAP,DALACIN C
CLINDAMYCIN INJ 150 MG/ML 2 ML AMP/VIAL,DALACIN C
CLINDAMYCIN INJ 150 MG/ML 4 ML VIAL,DALACIN C
CLINDAMYCIN INJ 150 MG/ML 6 ML VIAL,DALACIN C
CLINDAMYCIN IV 300 MG/50 ML D5W BAG,DALACIN C
CLINDAMYCIN IV 450 MG/50 ML D5W BAG,DALACIN C
CLINDAMYCIN IV 600 MG/50 ML D5W BAG,DALACIN C
CLINDAMYCIN IV 900 MG/50 ML D5W BAG,DALACIN C
CLINDAMYCIN SUSP 75 MG/5 ML 100 ML BTL,DALACIN C
CLOBAZAM 10 MG TAB,FRISIUM
CLOBETASOL 0.05% CRM 15 GM TUBE,DERMOVATE
CLOBETASOL 0.05% CRM 50 GM TUBE,DERMOVATE
CLOBETASOL 0.05% LOTN 60 ML BTL,DERMOVATE
CLOBETASOL 0.05% OINT 15 GM TUBE,DERMOVATE
CLOBETASOL 0.05% OINT 50 GM TUBE,DERMOVATE
CLODRONATE 400 MG CAP,BONEFOS
CLODRONATE 400 MG CAP LACTOSE FREE,CLASTEON
CLODRONATE INJ 60 MG/ML 5 ML AMP,BONEFOS
CLOMIPRAMINE 10 MG TAB,ANAFRANIL
CLOMIPRAMINE 25 MG TAB,ANAFRANIL
CLOMIPRAMINE 50 MG TAB,ANAFRANIL
CLONAZEPAM 0.25 MG TAB,RIVOTRIL
CLONAZEPAM 0.5 MG TAB,RIVOTRIL
CLONAZEPAM 1 MG TAB,RIVOTRIL
CLONAZEPAM 2 MG TAB,RIVOTRIL
CLONIDINE 0.025 MG TAB,DIXARIT
CLONIDINE 0.1 MG TAB,CATAPRES
CLONIDINE 0.2 MG TAB,CATAPRES
CLONIDINE POWDER 1 GM BTL,
CLONIDINE POWDER 5 GM BTL,
CLOPIDOGREL 300 MG TAB,PLAVIX
CLOPIDOGREL 75 MG TAB,PLAVIX
CLOTRIMAZOLE 1% CRM 20 GM TUBE,CANESTEN
CLOTRIMAZOLE 1% CRM 50 GM TUBE,CANESTEN
CLOTRIMAZOLE 1% CRM 500 GM JAR,CANESTEN
CLOTRIMAZOLE 1% VAG.CRM 50 GM TUBE,CANESTEN
CLOTRIMAZOLE 1%+BETAMETHASONE 0.05% CRM 15 GM TUBE,LOTRIDERM
CLOTRIMAZOLE 1%+BETAMETHASONE 0.05% CRM 50 GM TUBE,LOTRIDERM
CLOTRIMAZOLE 200 MG TAB+1 % CRM VAG COMBI-PAK,CANESTEN COMBI-PAK
CLOTRIMAZOLE POWDER 25 GM BOTTLE,CLOTRIMAZOLE POWDER
CLOXACILLIN 250 MG CAP,ORBENIN
CLOXACILLIN 500 MG CAP,ORBENIN
CLOXACILLIN INJ 1000 MG VIAL,ORBENIN
CLOXACILLIN INJ 2000 MG VIAL,TEGOPAN
CLOXACILLIN INJ 500 MG VIAL,ORBENIN
CLOXACILLIN IV 1000 MG/50 ML D5W BAG,TEGOPAN
CLOXACILLIN IV 2000 MG/100 ML D5W BAG,TEGOPAN
CLOXACILLIN IV 500 MG/50 ML D5W BAG,TEGOPAN
CLOXACILLIN SUSP 125 MG/5 ML 100 ML BTL,ORBENIN
CLOZAPINE 100 MG TAB [by APOTEX],APO-CLOZAPINE
CLOZAPINE 100 MG TAB [by GENPHARM/MYLAN],"GEN-CLOZAPINE, MYLAN"
CLOZAPINE 100 MG TAB [by NOVARTIS],CLOZARIL
CLOZAPINE 25 MG TAB [by APOTEX],APO-CLOZAPINE
CLOZAPINE 25 MG TAB [by GENPHARM/MYLAN],"GEN-CLOZAPINE, MYLAN"
CLOZAPINE 25 MG TAB [by NOVARTIS],CLOZARIL
COAL TAR 1% SHAMPOO 177 ML BTL,NEUTROGENA T/GEL EXTRA
COAL TAR 10% +SALICYC ACID 3% GEL 100 GM JAR,TARGEL SA
COAL TAR 10% GEL 100 GM JAR,TARGEL
COAL TAR 10% OIL 250 ML BTL,DOAK OIL FORTE
COAL TAR 2% BATH OIL 250 ML BTL,DOAK OIL
COAL TAR 2% SOLN 250 ML BTL,DOAK OIL
COAL TAR 2.5% LOTION 230 ML BTL,BALNETAR
COAL TAR 20% SOLN 500 ML BTL,ODANS
COAL TAR 3% SHAMPOO 450 ML BTL,TERSA-TAR
COAL TAR 5% SHAMPOO 250 ML BTL,TARDAN
COAL TAR CRUDE 100% LIQ 100 ML BTL,TAR DISTILLATE
COCAINE 10% SOLN 5 ML VIAL,
COCAINE 4% SOLN 5 ML VIAL,
CODEINE 15 MG TAB,
CODEINE 30 MG TAB,
CODEINE INJ 30 MG/ML AMP,
CODEINE INJ 60 MG/ML AMP,
CODEINE SR 100 MG TAB,CODEINE CONTIN
CODEINE SR 150 MG TAB,CODEINE CONTIN
CODEINE SR 200 MG TAB,CODEINE CONTIN
CODEINE SR 50 MG TAB,CODEINE CONTIN
CODEINE SYRUP 5 MG/ML 500 ML BTL,
COLCHICINE 0.15 MG PARTTAB,COLCHICINE
COLCHICINE 0.3 MG PARTTAB,COLCHICINE
COLCHICINE 0.6 MG TAB,COLCHICINE
COLCHICINE 1 MG TAB,COLCHICINE
COLISTIMETHATE INJ 150 MG VIAL,COLY-MYCIN M
CORTISONE ACETATE 25 MG TAB,CORTONE
COSYNTROPIN DEPOT INJ 1 MG/ML AMP,SYNACTHEN DEPOT
COSYNTROPIN INJ 0.25 MG VIAL,CORTROSYN
COTRIMOXAZOLE 400/80 MG TAB,"BACTRIM, SEPTRA"
COTRIMOXAZOLE DS 800/160 MG TAB,"BACTRIM D.S.,SEPTRA D.S."
COTRIMOXAZOLE INJ 80+16 MG/ML 5 ML AMP,"SEPTRA, BACTRIM"
COTRIMOXAZOLE SUSP 40+8 MG/ML 100 ML BTL,"BACTRIM, SEPTRA, NOVO-TRIMEL"
COTRIMOXAZOLE SUSP 40+8 MG/ML 400 ML BTL,"BACTRIM, SEPTRA, NOVO-TRIMEL"
CRIZOTINIB 250 MG CAP,XALKORI
CROMOGLYCATE 1% INHAL.SOLN 2 ML NEB,INTAL
CUPRIC SULFATE INJ 0.4 MG/ML 10 ML VIAL [COPPER],MICRO CU
CYANIDE ANTIDOTE KIT,CYANIDE ANTIDOTE KIT
"CYANOCOBALAMIN 1,000 MCG TAB",VITAMIN B12
CYANOCOBALAMIN 100 MCG TAB,VITAMIN B12
CYANOCOBALAMIN 25 MCG TAB,VITAMIN B12
CYANOCOBALAMIN 250 MCG TAB,VITAMIN B12
CYANOCOBALAMIN 50 MCG TAB,VITAMIN B12
CYANOCOBALAMIN 500 MCG TAB,VITAMIN B12
"CYANOCOBALAMIN INJ 1,000 MCG/ML AMP",VITAMIN B12
CYANOCOBALAMIN INJ 100 MCG/ML AMP,VITAMIN B12
CYANOCOBALAMIN INJ 1000 MCG/ML 10 ML VIAL,VITAMIN B12
CYANOCOBALAMIN INJ 1000 MCG/ML 30 ML VIAL,VITAMIN B12
CYCLOBENZAPRINE 10 MG TAB,FLEXERIL
CYCLOPENTOLATE 0.2%+PHENYLEPHRINE 1% EYE DROPS 2 ML BTL,CYCLOMYDRIL
CYCLOPENTOLATE 0.2%+PHENYLEPHRINE 1% EYE DROPS 5 ML BTL,CYCLOMYDRIL
CYCLOPENTOLATE 0.5% EYE DROPS 0.3 ML MINIM,
CYCLOPENTOLATE 1% EYE DROPS 0.3 ML MINIM,CYCLOGYL
CYCLOPENTOLATE 1% EYE DROPS 15 ML BTL,DIOPENTOLATE
cyclophosphamide 1000 mg [20mg/mL] vial,
CYCLOPHOSPHAMIDE 25 MG TAB,PROCYTOX
CYCLOPHOSPHAMIDE 50 MG TAB,PROCYTOX
CYCLOPHOSPHAMIDE INJ 1000 MG VIAL,PROCYTOX
CYCLOPHOSPHAMIDE INJ 200 MG VIAL,PROCYTOX
CYCLOPHOSPHAMIDE INJ 2000 MG VIAL,CYTOXAN
CYCLOPHOSPHAMIDE INJ 500 MG VIAL,PROCYTOX
CYCLOSPORINE 10 MG CAP,NEORAL
CYCLOSPORINE 100 MG CAP,NEORAL
CYCLOSPORINE 25 MG CAP,NEORAL
CYCLOSPORINE 50 MG CAP,NEORAL
CYCLOSPORINE INJ 50 MG/ML 1 ML AMP,SANDIMMUNE
CYCLOSPORINE INJ 50 MG/ML 5 ML AMP,SANDIMMUNE
CYCLOSPORINE LIQ 100 MG/ML 50 ML BTL,NEORAL
CYPROHEPTADINE 4 MG TAB,PERIACTIN
CYPROHEPTADINE SYRUP 2 MG/5 ML 250 ML BTL,PERIACTIN
CYPROTERONE 50 MG TAB,ANDROCUR
CYTARABINE INJ 100 MG VIAL,CYTOSAR
CYTARABINE INJ 100 MG/ML 1 ML VIAL [PRESERVATIVE FREE],CYTOSAR
CYTARABINE INJ 100 MG/ML 10 ML VIAL [PRESERVATIVE FREE],CYTOSAR
CYTARABINE INJ 100 MG/ML 20 ML VIAL [PRESERVATIVE FREE],CYTOSAR
CYTARABINE INJ 100 MG/ML 5 ML VIAL,CYTOSAR
CYTARABINE INJ 500 MG VIAL,CYTOSAR
DACARBAZINE INJ 200 MG VIAL,DTIC
DACARBAZINE INJ 600 MG VIAL,DTIC
DACTINOMYCIN INJ 0.5 MG VIAL,COSMEGEN
"DALTEPARIN INJ 10,000 UNITS/0.4 ML PFS",FRAGMIN PFS
"DALTEPARIN INJ 10,000 UNITS/ML AMP",FRAGMIN
"DALTEPARIN INJ 12,500 UNITS/0.5 ML PFS",FRAGMIN PFS
"DALTEPARIN INJ 15,000 UNITS/0.6 ML PFS",FRAGMIN
"DALTEPARIN INJ 18,000 UNITS/0.72 ML PFS",FRAGMIN
"DALTEPARIN INJ 25,000 UNITS/ML 3.8 ML VIAL",FRAGMIN
DALTEPARIN INJ 2500 UNITS/0.2 ML PFS,FRAGMIN
DALTEPARIN INJ 5000 UNITS/0.2 ML PFS,FRAGMIN
DALTEPARIN INJ 7500 UNITS/0.3 ML PFS,FRAGMIN
DANTROLENE 100 MG CAP,DANTRIUM
DANTROLENE 25 MG CAP,DANTRIUM
DANTROLENE INJ 20 MG VIAL,DANTRIUM
DAPSONE 100 MG TAB,AVLOSULFON
DAPTOMYCIN INJ 500 MG VIAL,CUBICIN
DARUNAVIR 300 MG TAB,PREZISTA
DARUNAVIR 400 MG TAB,PREZISTA
DARUNAVIR 600 MG TAB,PREZISTA
DARUNAVIR 800 MG TAB,PREZISTA
DASATINIB 100 MG TAB,SPRYCEL
DASATINIB 20 MG TAB,SPRYCEL
DASATINIB 50 MG TAB,SPRYCEL
DASATINIB 70 MG TAB,SPRYCEL
DASATINIB 80 MG TAB,SPRYCEL
Date: Oct 8/14                                        FR,ASER HEALTH AUTHORITY
DAUNORUBICIN INJ 20 MG VIAL,CERUBIDINE
DEFEROXAMINE INJ 2 GM VIAL,DESFERAL
DEFEROXAMINE INJ 500 MG VIAL,DESFERAL
DEGARELIX INJ 240 MG KIT,FIRMAGON
DEGARELIX INJ 80 MG VIAL,FIRMAGON
DELAVIRDINE 100 MG TAB,RESCRIPTOR
DESFLURANE INHAL.SOLN 240 ML BTL,SUPRANE
DESIPRAMINE 10 MG TAB,NORPRAMIN
DESIPRAMINE 100 MG TAB,APO-DESIPRAMINE
DESIPRAMINE 25 MG TAB,NORPRAMIN
DESIPRAMINE 50 MG TAB,NORPRAMIN
DESIPRAMINE 75 MG TAB,NOVO-DESIPRAMINE
DESMOPRESSIN 0.1 MG TAB,DDAVP
DESMOPRESSIN 0.1 MG/ML NASAL DROPS 2.5 ML BTL,RHINYL
DESMOPRESSIN 0.2 MG TAB,DDAVP
DESMOPRESSIN INJ 15 MCG/ML AMP,OCTOSTIM
DESMOPRESSIN INJ 4 MCG/ML AMP,DDAVP
DESMOPRESSIN NASAL 10 MCG/SPRAY 25 DOSE BTL,DDAVP
DESMOPRESSIN SPRAY 150 MCG/DOSE 2.5 ML BTL,OCTOSTIM
DEXAMETHASONE 0.1% EYE OINT 3.5 GM TUBE,MAXIDEX
DEXAMETHASONE 0.1% EYE/EAR DROPS 5 ML BTL,MAXIDEX
DEXAMETHASONE 0.5 MG TAB,DECADRON
DEXAMETHASONE 0.75 MG TAB,PMS-DEXAMETHASONE
DEXAMETHASONE 4 MG TAB,DECADRON
DEXAMETHASONE DILUTE INJ 0.4 MG/ML 10 ML VIAL,DECADRON
DEXAMETHASONE ELIX 0.5 MG/5 ML 100 ML BTL,DECADRON
DEXAMETHASONE INJ 10 MG/ML 10 ML VIAL,DECADRON
DEXAMETHASONE INJ 10 MG/ML VIAL,DECADRON
DEXAMETHASONE INJ 4 MG/ML 1 ML VIAL,DECADRON
DEXAMETHASONE INJ 4 MG/ML 5 ML VIAL,DECADRON
DEXAMETHASONE SUSP 1 MG/5 ML 10 ML BTL,DECADRON
DEXAMETHASONE SUSP 1 MG/ML  40 ML BTL,DECADRON
DEXRAZOXANE INJ 250 MG VIAL,ZINECARD
DEXRAZOXANE INJ 500 MG VIAL,ZINECARD
DEXTRAN-40 10% in D5W IV 500 ML BAG,GENTRAN 40 10%
DEXTROAMPHETAMINE 5 MG TAB,DEXEDRINE
DEXTROAMPHETAMINE SR 10 MG CAP,DEXEDRINE
DEXTROAMPHETAMINE SR 15 MG CAP,DEXEDRINE
DEXTROMETHORPHAN LIQ 15 MG/5 ML 100 ML BTL,
DEXTROSE 10% INJ 5 ML AMP,
DEXTROSE 50% INJ 50 ML PFS,
DEXTROSE 50% INJ 50 ML VIAL,
DIAZEPAM 10 MG TAB,VALIUM
DIAZEPAM 2 MG TAB,VALIUM
DIAZEPAM 5 MG TAB,VALIUM
DIAZEPAM EMULSION INJ 5 MG/ML 2 ML AMP,DIAZEMULS
DIAZEPAM INJ 5 MG/ML 2 ML AMP,VALIUM
DIAZEPAM LIQ 5 MG/5 ML 500 ML BTL,VALIUM
DIAZOXIDE 100 MG CAP,PROGLYCEM
DICLOFENAC 0.1% EYE DROPS 0.3 ML MINIM,VOLTAREN
DICLOFENAC 0.1% EYE DROPS 2.5 ML BTL,VOLTAREN
DICLOFENAC 0.1% EYE DROPS 5 ML BTL,VOLTAREN
DICLOFENAC 100 MG SUPP,VOLTAREN SUPP
DICLOFENAC 50 MG SUPP,VOLTAREN SUPP
DICLOFENAC EC 25 MG TAB,VOLTAREN
DICLOFENAC EC 50 MG TAB,VOLTAREN
DICLOFENAC POWDER 25 GM BTL,
DICLOFENAC SODIUM 10% GEL 25 GM TUBE,
DICLOFENAC SODIUM 5% GEL 25 GM TUBE,
DICLOFENAC SR 100 MG TAB,VOLTAREN SR
DICLOFENAC SR 75 MG TAB,VOLTAREN SR
